552784600502915072 [0, 'non-rumours', 'charliehebdo']
552837035732381696 [0, 'non-rumours', 'charliehebdo']
552837078854410241 [0, 'non-rumours', 'charliehebdo']
552837086425128961 [0, 'non-rumours', 'charliehebdo']
552837147305455616 [0, 'non-rumours', 'charliehebdo']
552837168482492416 [0, 'non-rumours', 'charliehebdo']
552837190360006657 [0, 'non-rumours', 'charliehebdo']
552837268160135169 [0, 'non-rumours', 'charliehebdo']
552837310707171328 [0, 'non-rumours', 'charliehebdo']
552837484221300736 [0, 'non-rumours', 'charliehebdo']
552837499937378305 [0, 'non-rumours', 'charliehebdo']
552837527640363010 [0, 'non-rumours', 'charliehebdo']
552837561119686656 [0, 'non-rumours', 'charliehebdo']
552837599304622080 [0, 'non-rumours', 'charliehebdo']
552837610897694720 [0, 'non-rumours', 'charliehebdo']
552837644959621120 [0, 'non-rumours', 'charliehebdo']
552837655105658880 [0, 'non-rumours', 'charliehebdo']
552837775498964992 [0, 'non-rumours', 'charliehebdo']
552837814946394112 [0, 'non-rumours', 'charliehebdo']
552837907174948864 [0, 'non-rumours', 'charliehebdo']
552838074636718080 [0, 'non-rumours', 'charliehebdo']
552838105422913538 [0, 'non-rumours', 'charliehebdo']
552838134627860480 [0, 'non-rumours', 'charliehebdo']
552838171323817984 [0, 'non-rumours', 'charliehebdo']
552838203078873089 [0, 'non-rumours', 'charliehebdo']
552838203276021760 [0, 'non-rumours', 'charliehebdo']
552838287929663489 [0, 'non-rumours', 'charliehebdo']
552838324977545216 [0, 'non-rumours', 'charliehebdo']
552838341843226624 [0, 'non-rumours', 'charliehebdo']
552838440103198720 [0, 'non-rumours', 'charliehebdo']
552838479844216833 [0, 'non-rumours', 'charliehebdo']
552838559393013760 [0, 'non-rumours', 'charliehebdo']
552838568717344769 [0, 'non-rumours', 'charliehebdo']
552838613877411840 [0, 'non-rumours', 'charliehebdo']
552838710296080384 [0, 'non-rumours', 'charliehebdo']
552839028350136320 [0, 'non-rumours', 'charliehebdo']
552839103214288896 [0, 'non-rumours', 'charliehebdo']
552839167575883776 [0, 'non-rumours', 'charliehebdo']
552839190921351168 [0, 'non-rumours', 'charliehebdo']
552839270395035649 [0, 'non-rumours', 'charliehebdo']
552839289919533056 [0, 'non-rumours', 'charliehebdo']
552839385209917440 [0, 'non-rumours', 'charliehebdo']
552839416620658688 [0, 'non-rumours', 'charliehebdo']
552839518974660608 [0, 'non-rumours', 'charliehebdo']
552839800433410049 [0, 'non-rumours', 'charliehebdo']
552839843999645697 [0, 'non-rumours', 'charliehebdo']
552839869387399168 [0, 'non-rumours', 'charliehebdo']
552839936521830401 [0, 'non-rumours', 'charliehebdo']
552839972911611904 [0, 'non-rumours', 'charliehebdo']
552839975843016706 [0, 'non-rumours', 'charliehebdo']
552840037642297345 [0, 'non-rumours', 'charliehebdo']
552840067199533057 [0, 'non-rumours', 'charliehebdo']
552840155728736256 [0, 'non-rumours', 'charliehebdo']
552840606074953728 [0, 'non-rumours', 'charliehebdo']
552840728116994049 [0, 'non-rumours', 'charliehebdo']
552840740007866368 [0, 'non-rumours', 'charliehebdo']
552840805678084096 [0, 'non-rumours', 'charliehebdo']
552840905213083648 [0, 'non-rumours', 'charliehebdo']
552840964025626624 [0, 'non-rumours', 'charliehebdo']
552841006799159296 [0, 'non-rumours', 'charliehebdo']
552841043423805440 [0, 'non-rumours', 'charliehebdo']
552841049467400192 [0, 'non-rumours', 'charliehebdo']
552841157785694208 [0, 'non-rumours', 'charliehebdo']
552841185199263745 [0, 'non-rumours', 'charliehebdo']
552841287670308865 [0, 'non-rumours', 'charliehebdo']
552841460681572352 [0, 'non-rumours', 'charliehebdo']
552841477819473920 [0, 'non-rumours', 'charliehebdo']
552841562963464195 [0, 'non-rumours', 'charliehebdo']
552841583251701761 [0, 'non-rumours', 'charliehebdo']
552841650582847488 [0, 'non-rumours', 'charliehebdo']
552841684485414914 [0, 'non-rumours', 'charliehebdo']
552842042242789377 [0, 'non-rumours', 'charliehebdo']
552842140188147712 [0, 'non-rumours', 'charliehebdo']
552842236883652609 [0, 'non-rumours', 'charliehebdo']
552842342143905794 [0, 'non-rumours', 'charliehebdo']
552842580929826816 [0, 'non-rumours', 'charliehebdo']
552842614555545600 [0, 'non-rumours', 'charliehebdo']
552842642216988672 [0, 'non-rumours', 'charliehebdo']
552842755454799872 [0, 'non-rumours', 'charliehebdo']
552842761565904896 [0, 'non-rumours', 'charliehebdo']
552842814061424640 [0, 'non-rumours', 'charliehebdo']
552842837516386304 [0, 'non-rumours', 'charliehebdo']
552842983247466497 [0, 'non-rumours', 'charliehebdo']
552843136238899200 [0, 'non-rumours', 'charliehebdo']
552843174218321921 [0, 'non-rumours', 'charliehebdo']
552843236797349889 [0, 'non-rumours', 'charliehebdo']
552843285468020736 [0, 'non-rumours', 'charliehebdo']
552843349246619648 [0, 'non-rumours', 'charliehebdo']
552844023996907520 [0, 'non-rumours', 'charliehebdo']
552844100224172034 [0, 'non-rumours', 'charliehebdo']
552844104418091008 [0, 'non-rumours', 'charliehebdo']
552844167681159169 [0, 'non-rumours', 'charliehebdo']
552844311096983552 [0, 'non-rumours', 'charliehebdo']
552844436460560384 [0, 'non-rumours', 'charliehebdo']
552844593046097920 [0, 'non-rumours', 'charliehebdo']
552844643097120768 [0, 'non-rumours', 'charliehebdo']
552844767281688577 [0, 'non-rumours', 'charliehebdo']
552844893148938240 [0, 'non-rumours', 'charliehebdo']
552845017208061953 [0, 'non-rumours', 'charliehebdo']
552845028130037760 [0, 'non-rumours', 'charliehebdo']
552845191003250688 [0, 'non-rumours', 'charliehebdo']
552845250268766209 [0, 'non-rumours', 'charliehebdo']
552845255796461569 [0, 'non-rumours', 'charliehebdo']
552845267289247744 [0, 'non-rumours', 'charliehebdo']
552845393541988352 [0, 'non-rumours', 'charliehebdo']
552845542536261634 [0, 'non-rumours', 'charliehebdo']
552845654637436928 [0, 'non-rumours', 'charliehebdo']
552845671477153793 [0, 'non-rumours', 'charliehebdo']
552845711289909248 [0, 'non-rumours', 'charliehebdo']
552845840247971842 [0, 'non-rumours', 'charliehebdo']
552845868932800512 [0, 'non-rumours', 'charliehebdo']
552846287314640897 [0, 'non-rumours', 'charliehebdo']
552846337746952194 [0, 'non-rumours', 'charliehebdo']
552846353416867841 [0, 'non-rumours', 'charliehebdo']
552846463467024384 [0, 'non-rumours', 'charliehebdo']
552846544320618496 [0, 'non-rumours', 'charliehebdo']
552846565950627840 [0, 'non-rumours', 'charliehebdo']
552846625467817984 [0, 'non-rumours', 'charliehebdo']
552846698524184576 [0, 'non-rumours', 'charliehebdo']
552846811359350788 [0, 'non-rumours', 'charliehebdo']
552846874432909312 [0, 'non-rumours', 'charliehebdo']
552846886626164736 [0, 'non-rumours', 'charliehebdo']
552846893588709376 [0, 'non-rumours', 'charliehebdo']
552846905819291649 [0, 'non-rumours', 'charliehebdo']
552846938677059586 [0, 'non-rumours', 'charliehebdo']
552847035108323329 [0, 'non-rumours', 'charliehebdo']
552847218403581953 [0, 'non-rumours', 'charliehebdo']
552847230693310466 [0, 'non-rumours', 'charliehebdo']
552847251207241728 [0, 'non-rumours', 'charliehebdo']
552847370489430017 [0, 'non-rumours', 'charliehebdo']
552847427410341890 [0, 'non-rumours', 'charliehebdo']
552847488571678720 [0, 'non-rumours', 'charliehebdo']
552847505763737600 [0, 'non-rumours', 'charliehebdo']
552847548776742914 [0, 'non-rumours', 'charliehebdo']
552847627319259137 [0, 'non-rumours', 'charliehebdo']
552847905498103808 [0, 'non-rumours', 'charliehebdo']
552847959864274944 [0, 'non-rumours', 'charliehebdo']
552848013778251777 [0, 'non-rumours', 'charliehebdo']
552848426812313600 [0, 'non-rumours', 'charliehebdo']
552848478196736000 [0, 'non-rumours', 'charliehebdo']
552848590373392384 [0, 'non-rumours', 'charliehebdo']
552848653132767232 [0, 'non-rumours', 'charliehebdo']
552848653980033025 [0, 'non-rumours', 'charliehebdo']
552848701312737280 [0, 'non-rumours', 'charliehebdo']
552848704819183616 [0, 'non-rumours', 'charliehebdo']
552848726197559296 [0, 'non-rumours', 'charliehebdo']
552848961372176384 [0, 'non-rumours', 'charliehebdo']
552849116280393728 [0, 'non-rumours', 'charliehebdo']
552849157694947328 [0, 'non-rumours', 'charliehebdo']
552849194944167936 [0, 'non-rumours', 'charliehebdo']
552849248182865920 [0, 'non-rumours', 'charliehebdo']
552849316021551105 [0, 'non-rumours', 'charliehebdo']
552849515271958528 [0, 'non-rumours', 'charliehebdo']
552849585899462659 [0, 'non-rumours', 'charliehebdo']
552849662991151104 [0, 'non-rumours', 'charliehebdo']
552849797892542464 [0, 'non-rumours', 'charliehebdo']
552849865680494595 [0, 'non-rumours', 'charliehebdo']
552849968546213888 [0, 'non-rumours', 'charliehebdo']
552850022271033344 [0, 'non-rumours', 'charliehebdo']
552850079074099201 [0, 'non-rumours', 'charliehebdo']
552850092806258690 [0, 'non-rumours', 'charliehebdo']
552850116324130816 [0, 'non-rumours', 'charliehebdo']
552850282410176512 [0, 'non-rumours', 'charliehebdo']
552850379453366272 [0, 'non-rumours', 'charliehebdo']
552850514132873217 [0, 'non-rumours', 'charliehebdo']
552850533523136513 [0, 'non-rumours', 'charliehebdo']
552850599168196608 [0, 'non-rumours', 'charliehebdo']
552850603714826241 [0, 'non-rumours', 'charliehebdo']
552850611524599808 [0, 'non-rumours', 'charliehebdo']
552850725467082752 [0, 'non-rumours', 'charliehebdo']
552850925510225920 [0, 'non-rumours', 'charliehebdo']
552851189675470849 [0, 'non-rumours', 'charliehebdo']
552851305023414272 [0, 'non-rumours', 'charliehebdo']
552851421155299328 [0, 'non-rumours', 'charliehebdo']
552851433247477760 [0, 'non-rumours', 'charliehebdo']
552851546384646145 [0, 'non-rumours', 'charliehebdo']
552851629624803328 [0, 'non-rumours', 'charliehebdo']
552851679905734657 [0, 'non-rumours', 'charliehebdo']
552851710880653312 [0, 'non-rumours', 'charliehebdo']
552851772658561028 [0, 'non-rumours', 'charliehebdo']
552851838928953344 [0, 'non-rumours', 'charliehebdo']
552851847581413377 [0, 'non-rumours', 'charliehebdo']
552978030935941120 [0, 'non-rumours', 'charliehebdo']
552978225010184193 [0, 'non-rumours', 'charliehebdo']
552978225094078464 [0, 'non-rumours', 'charliehebdo']
552978385572732928 [0, 'non-rumours', 'charliehebdo']
552978435090681856 [0, 'non-rumours', 'charliehebdo']
552978519328686080 [0, 'non-rumours', 'charliehebdo']
552978586559188992 [0, 'non-rumours', 'charliehebdo']
552978642968780800 [0, 'non-rumours', 'charliehebdo']
552978972963643392 [0, 'non-rumours', 'charliehebdo']
552979275776032768 [0, 'non-rumours', 'charliehebdo']
552979420227842048 [0, 'non-rumours', 'charliehebdo']
552979466050613248 [0, 'non-rumours', 'charliehebdo']
552979571021447168 [0, 'non-rumours', 'charliehebdo']
552979992603533312 [0, 'non-rumours', 'charliehebdo']
552980288394231809 [0, 'non-rumours', 'charliehebdo']
552980299769200640 [0, 'non-rumours', 'charliehebdo']
552980557836337152 [0, 'non-rumours', 'charliehebdo']
552980632432050177 [0, 'non-rumours', 'charliehebdo']
552980714610634753 [0, 'non-rumours', 'charliehebdo']
552980760500916225 [0, 'non-rumours', 'charliehebdo']
552980862774808577 [0, 'non-rumours', 'charliehebdo']
552981008518500353 [0, 'non-rumours', 'charliehebdo']
552981296839131136 [0, 'non-rumours', 'charliehebdo']
552981531023921153 [0, 'non-rumours', 'charliehebdo']
552981694979248128 [0, 'non-rumours', 'charliehebdo']
552981889619722241 [0, 'non-rumours', 'charliehebdo']
552982124274647042 [0, 'non-rumours', 'charliehebdo']
552982263907241984 [0, 'non-rumours', 'charliehebdo']
552982560146726912 [0, 'non-rumours', 'charliehebdo']
552982635178635265 [0, 'non-rumours', 'charliehebdo']
552982669840355329 [0, 'non-rumours', 'charliehebdo']
552982813671043072 [0, 'non-rumours', 'charliehebdo']
552982816045408256 [0, 'non-rumours', 'charliehebdo']
552982828963856384 [0, 'non-rumours', 'charliehebdo']
552982908865368064 [0, 'non-rumours', 'charliehebdo']
552983003308515328 [0, 'non-rumours', 'charliehebdo']
552983300730404864 [0, 'non-rumours', 'charliehebdo']
552983656231628800 [0, 'non-rumours', 'charliehebdo']
552983966932688897 [0, 'non-rumours', 'charliehebdo']
552984231748829184 [0, 'non-rumours', 'charliehebdo']
552984474729062401 [0, 'non-rumours', 'charliehebdo']
552984511051751425 [0, 'non-rumours', 'charliehebdo']
552984527295873024 [0, 'non-rumours', 'charliehebdo']
552984798671945728 [0, 'non-rumours', 'charliehebdo']
552984940900384769 [0, 'non-rumours', 'charliehebdo']
552985297307598848 [0, 'non-rumours', 'charliehebdo']
552985339011153920 [0, 'non-rumours', 'charliehebdo']
552985389523148802 [0, 'non-rumours', 'charliehebdo']
552985973445783552 [0, 'non-rumours', 'charliehebdo']
552986374765563904 [0, 'non-rumours', 'charliehebdo']
553096943455727617 [0, 'non-rumours', 'charliehebdo']
553096978788515840 [0, 'non-rumours', 'charliehebdo']
553097004138913792 [0, 'non-rumours', 'charliehebdo']
553098785132670976 [0, 'non-rumours', 'charliehebdo']
553098796108750848 [0, 'non-rumours', 'charliehebdo']
553098799380717568 [0, 'non-rumours', 'charliehebdo']
553099050409807872 [0, 'non-rumours', 'charliehebdo']
553099479381848064 [0, 'non-rumours', 'charliehebdo']
553099800951136256 [0, 'non-rumours', 'charliehebdo']
553100203239428097 [0, 'non-rumours', 'charliehebdo']
553100279089205249 [0, 'non-rumours', 'charliehebdo']
553100922268942336 [0, 'non-rumours', 'charliehebdo']
553100996855885824 [0, 'non-rumours', 'charliehebdo']
553101388926840832 [0, 'non-rumours', 'charliehebdo']
553101451271352320 [0, 'non-rumours', 'charliehebdo']
553101858013581313 [0, 'non-rumours', 'charliehebdo']
553102562665050112 [0, 'non-rumours', 'charliehebdo']
553102828743716864 [0, 'non-rumours', 'charliehebdo']
553103134210666497 [0, 'non-rumours', 'charliehebdo']
553103832717094912 [0, 'non-rumours', 'charliehebdo']
553104539898089472 [0, 'non-rumours', 'charliehebdo']
553104721503088640 [0, 'non-rumours', 'charliehebdo']
553105121526427649 [0, 'non-rumours', 'charliehebdo']
553105208008773632 [0, 'non-rumours', 'charliehebdo']
553105460887572480 [0, 'non-rumours', 'charliehebdo']
553105493255000065 [0, 'non-rumours', 'charliehebdo']
553105942460760064 [0, 'non-rumours', 'charliehebdo']
553106200242700289 [0, 'non-rumours', 'charliehebdo']
553106334607228928 [0, 'non-rumours', 'charliehebdo']
553106714682462209 [0, 'non-rumours', 'charliehebdo']
553106869615472640 [0, 'non-rumours', 'charliehebdo']
553107688591089664 [0, 'non-rumours', 'charliehebdo']
553107939926736896 [0, 'non-rumours', 'charliehebdo']
553108153915944961 [0, 'non-rumours', 'charliehebdo']
553108170726719488 [0, 'non-rumours', 'charliehebdo']
553108242856177664 [0, 'non-rumours', 'charliehebdo']
553108804934856704 [0, 'non-rumours', 'charliehebdo']
553109319764291584 [0, 'non-rumours', 'charliehebdo']
553109369886633984 [0, 'non-rumours', 'charliehebdo']
553109813807575040 [0, 'non-rumours', 'charliehebdo']
553110609513177088 [0, 'non-rumours', 'charliehebdo']
553110751238701058 [0, 'non-rumours', 'charliehebdo']
553110780745629696 [0, 'non-rumours', 'charliehebdo']
553110783761338368 [0, 'non-rumours', 'charliehebdo']
553111157738057728 [0, 'non-rumours', 'charliehebdo']
553111553235361792 [0, 'non-rumours', 'charliehebdo']
553111820786204672 [0, 'non-rumours', 'charliehebdo']
553112060788473856 [0, 'non-rumours', 'charliehebdo']
553112230292496384 [0, 'non-rumours', 'charliehebdo']
553113395487330304 [0, 'non-rumours', 'charliehebdo']
553113509152952321 [0, 'non-rumours', 'charliehebdo']
553113536625664000 [0, 'non-rumours', 'charliehebdo']
553113938091462656 [0, 'non-rumours', 'charliehebdo']
553113944219320320 [0, 'non-rumours', 'charliehebdo']
553114158989074432 [0, 'non-rumours', 'charliehebdo']
553114307383541761 [0, 'non-rumours', 'charliehebdo']
553115176057065473 [0, 'non-rumours', 'charliehebdo']
553115341338198016 [0, 'non-rumours', 'charliehebdo']
553115396006764544 [0, 'non-rumours', 'charliehebdo']
553115926531674112 [0, 'non-rumours', 'charliehebdo']
553116149333114880 [0, 'non-rumours', 'charliehebdo']
553116528074575872 [0, 'non-rumours', 'charliehebdo']
553117423906590720 [0, 'non-rumours', 'charliehebdo']
553117500410716160 [0, 'non-rumours', 'charliehebdo']
553117623568068608 [0, 'non-rumours', 'charliehebdo']
553117778870169600 [0, 'non-rumours', 'charliehebdo']
553117857609809920 [0, 'non-rumours', 'charliehebdo']
553118212813246464 [0, 'non-rumours', 'charliehebdo']
553118384540643328 [0, 'non-rumours', 'charliehebdo']
553118438332571648 [0, 'non-rumours', 'charliehebdo']
553119235904643072 [0, 'non-rumours', 'charliehebdo']
553119505887395840 [0, 'non-rumours', 'charliehebdo']
553120696910364673 [0, 'non-rumours', 'charliehebdo']
553120849231089664 [0, 'non-rumours', 'charliehebdo']
553121522769219584 [0, 'non-rumours', 'charliehebdo']
553121581187485696 [0, 'non-rumours', 'charliehebdo']
553122276913471488 [0, 'non-rumours', 'charliehebdo']
553122359398260736 [0, 'non-rumours', 'charliehebdo']
553123078541434880 [0, 'non-rumours', 'charliehebdo']
553123958602862593 [0, 'non-rumours', 'charliehebdo']
553124563266306048 [0, 'non-rumours', 'charliehebdo']
553124783043649537 [0, 'non-rumours', 'charliehebdo']
553124985137815552 [0, 'non-rumours', 'charliehebdo']
553124985900785666 [0, 'non-rumours', 'charliehebdo']
553125301090525185 [0, 'non-rumours', 'charliehebdo']
553125364520992768 [0, 'non-rumours', 'charliehebdo']
553125384246804480 [0, 'non-rumours', 'charliehebdo']
553126044375732224 [0, 'non-rumours', 'charliehebdo']
553126072905383936 [0, 'non-rumours', 'charliehebdo']
553126492579053568 [0, 'non-rumours', 'charliehebdo']
553126517027262465 [0, 'non-rumours', 'charliehebdo']
553126517187047424 [0, 'non-rumours', 'charliehebdo']
553126953268834304 [0, 'non-rumours', 'charliehebdo']
553127086706397185 [0, 'non-rumours', 'charliehebdo']
553127274829328385 [0, 'non-rumours', 'charliehebdo']
553127508150071297 [0, 'non-rumours', 'charliehebdo']
553127546129117184 [0, 'non-rumours', 'charliehebdo']
553127632947396609 [0, 'non-rumours', 'charliehebdo']
553127899033640960 [0, 'non-rumours', 'charliehebdo']
553128245420257280 [0, 'non-rumours', 'charliehebdo']
553128325217275905 [0, 'non-rumours', 'charliehebdo']
553128548526227456 [0, 'non-rumours', 'charliehebdo']
553129117215100928 [0, 'non-rumours', 'charliehebdo']
553129378969047043 [0, 'non-rumours', 'charliehebdo']
